Id,SalePrice
1461,113227.79
1462,156812.3
1463,181684.6
1464,184977.92
1465,188810.03
1466,185589.56
1467,186076.9
1468,178132.45
1469,190334.25
1470,116076.055
1471,176214.17
1472,98670.664
1473,99677.01
1474,160835.89
1475,130920.56
1476,424329.1
1477,261625.84
1478,262923.56
1479,263072.3
1480,463431.44
1481,380784.7
1482,200613.72
1483,189337.52
1484,173524.42
1485,169689.67
1486,203719.8
1487,367394.72
1488,251769.92
1489,194691.2
1490,213136.73
1491,194514.97
1492,97779.71
1493,166744.69
1494,314452.38
1495,313515.5
1496,235896.03
1497,207784.56
1498,162283.77
1499,171433.66
1500,164254.23
1501,183265.83
1502,143993.95
1503,272629.1
1504,240672.52
1505,223684.88
1506,220209.66
1507,267459.5
1508,198798.5
1509,159550.27
1510,143826.56
1511,147457.06
1512,181226.33
1513,156884.42
1514,248163.06
1515,208023.4
1516,139574.73
1517,161966.3
1518,168441.69
1519,231286.77
1520,133611.69
1521,132904.03
1522,171017.3
1523,113853.43
1524,135046.22
1525,124475.0
1526,129227.57
1527,91385.67
1528,138105.3
1529,147404.94
1530,201634.38
1531,109838.56
1532,127437.65
1533,163833.67
1534,115890.47
1535,139227.3
1536,115142.21
1537,54942.59
1538,156670.72
1539,162336.45
1540,115491.86
1541,153427.5
1542,154824.78
1543,185818.5
1544,101028.03
1545,128215.86
1546,125627.305
1547,139530.44
1548,139645.98
1549,105993.75
1550,134230.72
1551,113235.61
1552,136321.8
1553,155179.34
1554,121948.5
1555,153616.02
1556,99944.65
1557,118181.11
1558,100792.41
1559,104083.38
1560,138423.34
1561,220941.42
1562,133287.34
1563,121404.555
1564,152653.73
1565,128421.836
1566,199387.42
1567,69704.91
1568,194460.77
1569,115104.32
1570,138098.97
1571,122236.72
1572,144893.19
1573,230048.23
1574,118406.32
1575,190244.03
1576,223907.6
1577,190754.34
1578,136350.1
1579,144584.17
1580,198477.52
1581,155945.16
1582,129612.66
1583,367003.16
1584,225331.39
1585,138818.56
1586,55575.25
1587,103166.69
1588,153669.11
1589,99331.57
1590,145094.94
1591,110009.555
1592,123593.05
1593,118314.18
1594,165517.31
1595,112568.15
1596,240004.62
1597,176689.69
1598,177618.81
1599,157771.36
1600,182998.47
1601,55806.355
1602,97895.336
1603,92072.88
1604,272842.7
1605,265693.53
1606,187640.67
1607,183924.02
1608,235857.38
1609,195080.22
1610,161501.34
1611,142957.31
1612,187362.08
1613,186146.19
1614,131022.91
1615,106193.87
1616,91451.055
1617,98760.305
1618,128352.445
1619,138051.5
1620,212553.52
1621,125218.9
1622,149819.42
1623,312501.9
1624,221477.17
1625,113090.43
1626,165298.47
1627,184346.75
1628,245992.52
1629,173815.39
1630,413763.25
1631,253165.22
1632,296195.53
1633,163664.44
1634,201388.08
1635,179731.14
1636,171391.73
1637,198291.28
1638,214959.94
1639,174895.83
1640,326384.75
1641,149126.58
1642,218962.86
1643,256090.44
1644,223414.86
1645,187568.38
1646,157680.33
1647,154615.0
1648,140043.61
1649,149469.92
1650,123831.84
1651,119426.48
1652,111043.74
1653,122594.44
1654,159520.83
1655,152547.47
1656,157477.72
1657,162055.98
1658,157477.72
1659,137019.34
1660,138970.17
1661,397758.53
1662,452264.06
1663,428216.1
1664,378921.53
1665,278297.0
1666,275277.4
1667,398757.84
1668,359776.8
1669,298246.03
1670,358295.88
1671,284530.2
1672,500808.88
1673,323277.66
1674,255752.02
1675,198913.92
1676,191983.9
1677,231679.56
1678,430542.94
1679,440468.1
1680,391193.9
1681,274647.56
1682,311737.5
1683,190402.44
1684,173731.3
1685,174741.56
1686,177987.39
1687,162766.56
1688,196459.69
1689,184673.56
1690,182909.27
1691,169561.86
1692,229744.95
1693,162766.56
1694,182642.58
1695,167003.66
1696,306639.25
1697,170649.94
1698,396580.0
1699,329324.88
1700,242508.56
1701,304560.56
1702,265905.5
1703,281033.56
1704,341770.38
1705,230115.95
1706,417152.47
1707,221334.39
1708,214092.81
1709,268028.88
1710,225895.58
1711,242082.02
1712,290872.06
1713,270841.25
1714,222306.23
1715,195944.33
1716,192144.12
1717,178493.64
1718,155554.1
1719,208306.19
1720,245093.16
1721,149561.94
1722,141939.62
1723,157398.53
1724,230190.92
1725,244393.66
1726,190324.27
1727,179917.92
1728,176858.3
1729,171147.53
1730,155305.89
1731,129518.38
1732,128234.91
1733,105974.92
1734,133946.2
1735,139295.45
1736,122676.73
1737,310977.06
1738,225471.81
1739,350802.0
1740,300758.06
1741,177837.06
1742,183265.83
1743,169358.36
1744,313183.3
1745,217478.48
1746,209095.4
1747,220387.12
1748,259831.6
1749,151622.53
1750,156391.72
1751,230293.94
1752,120106.375
1753,150413.92
1754,207383.4
1755,157900.66
1756,128488.88
1757,119191.78
1758,134967.3
1759,159076.81
1760,157451.36
1761,146643.72
1762,184818.19
1763,169742.39
1764,123559.52
1765,169327.45
1766,173398.64
1767,224877.31
1768,147087.11
1769,197399.66
1770,152055.31
1771,135463.0
1772,154830.73
1773,138036.72
1774,173000.11
1775,140290.56
1776,115248.32
1777,109272.54
1778,139813.86
1779,97147.14
1780,154731.12
1781,133839.23
1782,87989.99
1783,137495.53
1784,92130.266
1785,107684.53
1786,126064.47
1787,167662.66
1788,56438.234
1789,91439.33
1790,50298.91
1791,198530.8
1792,201919.72
1793,134472.53
1794,160709.4
1795,144223.78
1796,113717.0
1797,125736.766
1798,131626.95
1799,107610.336
1800,117443.8
1801,138735.39
1802,136681.72
1803,152354.56
1804,141881.36
1805,143551.73
1806,163378.23
1807,124079.71
1808,104479.2
1809,134280.36
1810,138380.17
1811,130283.66
1812,115647.48
1813,135860.33
1814,88073.17
1815,48455.31
1816,96574.016
1817,93523.75
1818,138748.8
1819,123269.35
1820,53002.18
1821,123350.66
1822,153934.11
1823,49844.668
1824,137740.75
1825,134968.77
1826,89409.95
1827,106282.336
1828,148056.39
1829,108120.13
1830,154843.45
1831,160176.27
1832,151811.42
1833,155448.38
1834,115134.2
1835,139695.36
1836,148639.72
1837,103851.84
1838,136849.78
1839,103133.44
1840,170774.33
1841,144911.61
1842,92852.14
1843,139337.27
1844,105086.13
1845,142624.6
1846,144238.42
1847,176065.36
1848,48383.203
1849,99435.34
1850,131223.81
1851,166049.55
1852,135859.83
1853,149522.7
1854,163467.36
1855,119502.875
1856,236939.8
1857,126699.586
1858,156150.0
1859,114415.13
1860,160071.42
1861,117635.53
1862,311850.78
1863,311850.78
1864,311850.78
1865,295819.6
1866,359015.38
1867,258184.1
1868,357756.7
1869,212416.64
1870,221600.75
1871,245011.95
1872,168205.11
1873,251328.66
1874,145218.44
1875,207588.03
1876,206313.75
1877,207646.94
1878,218055.52
1879,124348.94
1880,139213.31
1881,226408.17
1882,243736.5
1883,202726.69
1884,219290.28
1885,261545.8
1886,300225.25
1887,199530.25
1888,319644.06
1889,165702.39
1890,127092.92
1891,142624.02
1892,103705.055
1893,144655.23
1894,133160.12
1895,142703.38
1896,116690.414
1897,102551.305
1898,123964.74
1899,117377.11
1900,125475.46
1901,141335.84
1902,114429.21
1903,243468.62
1904,138660.7
1905,187569.1
1906,159111.03
1907,166173.75
1908,120161.664
1909,145865.98
1910,129056.52
1911,197009.28
1912,315066.7
1913,123007.39
1914,80909.67
1915,328900.0
1916,46575.44
1917,252365.55
1918,137479.31
1919,167940.84
1920,184899.11
1921,449882.28
1922,334634.6
1923,231986.55
1924,217746.69
1925,238859.02
1926,392219.25
1927,136390.19
1928,148240.22
1929,131630.44
1930,108970.266
1931,134588.86
1932,126130.82
1933,161640.28
1934,186210.72
1935,171784.11
1936,184023.5
1937,188838.22
1938,175479.34
1939,268267.97
1940,188810.03
1941,185374.08
1942,194703.77
1943,216003.22
1944,329457.97
1945,337152.75
1946,138226.9
1947,348253.47
1948,175953.86
1949,263682.28
1950,200598.48
1951,203708.36
1952,233367.61
1953,153452.25
1954,230175.81
1955,131125.27
1956,323705.25
1957,160260.39
1958,329338.44
1959,153743.8
1960,112408.18
1961,123973.17
1962,112819.22
1963,119777.55
1964,122475.54
1965,160835.89
1966,148050.38
1967,297885.22
1968,427901.03
1969,401726.53
1970,389594.2
1971,380891.12
1972,355701.7
1973,291379.78
1974,321705.75
1975,436027.62
1976,266359.28
1977,382448.66
1978,436232.72
1979,384303.12
1980,169650.17
1981,347787.34
1982,235364.53
1983,228335.67
1984,186002.78
1985,211185.89
1986,228481.14
1987,177683.12
1988,177340.83
1989,202726.69
1990,227356.11
1991,261035.31
1992,216104.73
1993,170476.92
1994,226088.67
1995,183737.08
1996,257679.45
1997,328416.12
1998,327973.62
1999,254206.97
2000,331916.97
2001,260960.33
2002,232676.2
2003,310808.78
2004,282112.62
2005,236220.2
2006,203180.08
2007,269932.47
2008,196159.25
2009,207726.7
2010,194588.75
2011,166038.72
2012,174697.05
2013,177816.16
2014,195002.52
2015,192382.95
2016,207215.11
2017,190541.1
2018,129518.38
2019,135555.05
2020,121658.53
2021,104097.734
2022,168282.81
2023,138234.9
2024,267499.1
2025,429846.2
2026,174291.12
2027,163328.05
2028,154841.8
2029,180749.36
2030,278085.0
2031,213230.39
2032,240804.58
2033,267844.62
2034,165994.27
2035,214654.4
2036,206514.95
2037,209756.95
2038,302712.3
2039,203380.69
2040,225452.31
2041,233851.33
2042,207426.7
2043,170555.62
2044,203912.2
2045,214577.8
2046,156049.77
2047,140689.98
2048,138435.14
2049,179926.05
2050,191047.7
2051,101339.71
2052,141883.89
2053,149868.61
2054,90315.54
2055,170961.95
2056,139199.33
2057,124944.56
2058,219549.38
2059,137469.75
2060,158692.66
2061,200655.0
2062,136196.88
2063,118834.14
2064,140058.81
2065,119842.37
2066,156718.75
2067,134275.84
2068,183448.19
2069,86498.62
2070,108841.336
2071,89963.586
2072,120178.6
2073,139579.2
2074,195060.27
2075,144664.84
2076,119842.77
2077,151693.75
2078,133039.2
2079,124956.82
2080,136401.33
2081,122029.73
2082,191017.38
2083,148686.19
2084,121387.73
2085,131135.42
2086,128753.44
2087,122177.27
2088,108239.37
2089,59848.715
2090,146753.86
2091,124833.35
2092,144711.16
2093,128488.12
2094,122604.914
2095,140463.39
2096,87754.54
2097,108905.77
2098,141149.17
2099,55371.652
2100,109862.734
2101,124805.3
2102,139820.36
2103,93057.54
2104,149146.62
2105,140454.5
2106,87734.03
2107,257339.84
2108,133317.4
2109,124562.91
2110,114444.99
2111,168430.31
2112,140489.62
2113,119581.63
2114,133982.73
2115,189088.66
