Id,SalePrice
1461,118064.88818954445
1462,156531.53634233988
1463,201452.9239843625
1464,210572.52238120453
1465,191813.716878046
1466,200817.10126266733
1467,197119.58930126295
1468,181278.64031273892
1469,205765.8949246719
1470,112217.3365662622
1471,212906.67860809492
1472,108052.93513417558
1473,100806.12193642076
1474,186083.50471101957
1475,133807.17946099915
1476,315740.11638054356
1477,251419.67993856492
1478,252695.04469610745
1479,277576.7314848527
1480,388859.26714585547
1481,300739.5127508594
1482,220271.03846183274
1483,189536.90784390725
1484,175799.4004649664
1485,198619.08031609622
1486,216724.63105575714
1487,309261.59478533606
1488,266250.4850821069
1489,204994.76317401396
1490,217333.0682615897
1491,208096.49421748723
1492,90542.1196447348
1493,206696.234609916
1494,294096.84023797984
1495,287156.83343225694
1496,232683.47523784917
1497,208710.0682646465
1498,169257.52721562446
1499,184496.29072246654
1500,169883.42499466322
1501,187167.62983493958
1502,162877.6497259068
1503,267862.34231002757
1504,246702.37877177028
1505,225669.92198453387
1506,215185.45911687295
1507,270008.3412910246
1508,234549.5758560809
1509,168739.40559789172
1510,140466.5252417151
1511,139880.0867612596
1512,190788.57330541796
1513,162592.7476106258
1514,154507.6412371794
1515,241947.8210359992
1516,167502.45431028501
1517,188909.7968274618
1518,127251.66280605148
1519,225924.0300640487
1520,119096.74014645559
1521,117310.54152256667
1522,186901.94328828627
1523,100281.34917307664
1524,135704.7642348539
1525,107061.48832031043
1526,113475.45527938835
1527,108291.39326519797
1528,152544.1630071645
1529,144039.63596285376
1530,203281.09641476546
1531,122844.52853621411
1532,89252.58011080936
1533,169121.68175745575
1534,130311.80485104868
1535,149545.98916038085
1536,92270.01947045146
1537,54479.411497621506
1538,192120.56522156877
1539,225576.07829650596
1540,101112.19324466915
1541,161587.78307194816
1542,150538.4539043646
1543,214358.7768661689
1544,82454.12471496755
1545,131935.91295233095
1546,154941.3072579262
1547,131563.52089895125
1548,154110.17430591723
1549,124468.13706521521
1550,136653.44208848523
1551,105793.29299984578
1552,144003.4149970351
1553,141061.45731615415
1554,128141.61563599668
1555,165949.83416058426
1556,77893.36792589464
1557,110706.51890243076
1558,98401.4692063519
1559,68935.8877255535
1560,128705.84885929973
1561,135440.26398582777
1562,136024.6542541152
1563,107614.93993696824
1564,179384.64420882516
1565,154092.2434350024
1566,267418.97603307234
1567,56048.0884031856
1568,231932.3793960159
1569,131095.75875294465
1570,163719.49386528687
1571,128480.07492086205
1572,159764.5616891186
1573,255616.87703083028
1574,121753.48857500721
1575,220433.29660981047
1576,261566.58304371854
1577,196103.110976672
1578,158169.02684360853
1579,148667.3530161819
1580,220397.65043393808
1581,178133.83334934837
1582,124748.2301338012
1583,303946.0318154878
1584,242940.2852136804
1585,147186.86160156515
1586,44841.07262008282
1587,95507.5167642189
1588,144491.8700600227
1589,118817.41213909457
1590,154184.64013409236
1591,75840.81110197563
1592,137111.2559378044
1593,129535.05330010565
1594,148708.1331915803
1595,79693.89279365436
1596,231505.33546119172
1597,174176.9492905797
1598,224643.25477260107
1599,199786.66380787684
1600,194158.18399555804
1601,29277.442162587686
1602,110048.94157521837
1603,70179.05405520572
1604,252325.83836860574
1605,268846.9978802794
1606,196475.54655636084
1607,212486.40542881575
1608,226159.5460613552
1609,199962.76209666207
1610,168836.60219693743
1611,173348.1492695
1612,194282.19048557157
1613,192948.03884307476
1614,142585.37115376157
1615,104360.14073435859
1616,71922.84364557221
1617,108007.86482027621
1618,125409.42341650886
1619,151142.5216498259
1620,200965.1368789891
1621,148159.3282418671
1622,132157.00447292495
1623,275522.80826297996
1624,232630.90652436437
1625,116572.11109574419
1626,189652.94865664965
1627,200506.2503776617
1628,269684.73993880337
1629,199902.64417562797
1630,334907.9338592093
1631,230805.75460007135
1632,256186.13126292493
1633,182419.75958499275
1634,211814.5026597586
1635,197555.01089990846
1636,168479.11385722397
1637,228040.45758146333
1638,215825.2635914881
1639,216384.97958203347
1640,286105.8686022232
1641,200854.98815605446
1642,247120.87451845035
1643,233043.21119623908
1644,239519.04870391457
1645,210253.7558946581
1646,177961.6788053677
1647,177092.10883220469
1648,136140.98450544773
1649,146432.208989786
1650,118158.50974702873
1651,129075.74334404856
1652,116355.66133247294
1653,127364.54421042114
1654,180506.99070992364
1655,169606.78797834145
1656,174499.40092365874
1657,186260.7576657021
1658,177668.2945274241
1659,142755.61316905066
1660,164591.29932857427
1661,356825.4562676813
1662,334972.11693521554
1663,311402.6544494601
1664,394456.22645059176
1665,276588.19843994785
1666,301746.1491825142
1667,306839.118850481
1668,290321.43687900447
1669,265582.55327950243
1670,294255.89831322996
1671,257070.4736712871
1672,351010.2593866018
1673,300009.64018523094
1674,255136.43209977643
1675,197906.68372532117
1676,211797.80188099603
1677,228544.78929845238
1678,381925.6754721271
1679,316620.5407554574
1680,295864.5840687049
1681,241012.01310305158
1682,272463.848082139
1683,207502.0333117525
1684,185888.21954951194
1685,196717.030249842
1686,197346.540250916
1687,200930.20452953345
1688,217956.88461272605
1689,210267.67286474374
1690,205943.6008007288
1691,197007.8649965665
1692,258562.2115268513
1693,161517.10107470085
1694,194557.6560513037
1695,189970.8028849359
1696,262614.72842963366
1697,194066.04473974468
1698,328359.8492733274
1699,306188.2161790963
1700,260268.41614533402
1701,281314.761595653
1702,246812.16387685368
1703,243803.85715842625
1704,269387.7712522537
1705,222724.2480563591
1706,357702.81434198713
1707,209283.24390513016
1708,206702.35781705822
1709,273883.1552755002
1710,238398.2007415591
1711,260935.9664775238
1712,258776.22810232406
1713,256703.95247334245
1714,237961.014191221
1715,217858.27842949374
1716,193037.821094519
1717,184086.75555697913
1718,138331.06470186677
1719,215109.3996153167
1720,237236.00308989827
1721,171872.20015554348
1722,115408.22188184752
1723,162390.8398366029
1724,227418.51290431755
1725,253012.29887067445
1726,200321.83843669266
1727,192460.98858551146
1728,186933.62416999976
1729,185228.4938131734
1730,193992.96488651886
1731,121176.02051374226
1732,109161.90162016613
1733,110850.96685024416
1734,123018.005172156
1735,127100.22749597748
1736,91225.54985666371
1737,331184.0323890081
1738,262612.5166922811
1739,311424.2900286225
1740,227756.93923099473
1741,198748.8415945031
1742,187274.7333051145
1743,191649.49546453773
1744,298234.6983807745
1745,220477.1167468522
1746,228100.61275653273
1747,241190.1454907839
1748,243641.95784673738
1749,151543.14457164396
1750,129792.5261752885
1751,269206.2631315218
1752,112105.26268558681
1753,162203.2007008952
1754,225025.07401136303
1755,178945.19776153401
1756,127908.50423287624
1757,109306.15913661751
1758,150362.3711173821
1759,192845.73229273123
1760,181957.28718724108
1761,168477.84435635933
1762,202495.40399956418
1763,180051.60554897715
1764,107805.34245542796
1765,187592.28294951445
1766,195794.24914211247
1767,252227.76901764452
1768,140361.0321695189
1769,189823.65098455103
1770,167147.61558862956
1771,117193.60020623877
1772,135668.16309187078
1773,126873.47750334526
1774,146899.3532925688
1775,140593.67616871797
1776,109618.50488128794
1777,101712.66237651547
1778,144614.1920288792
1779,112614.90875040881
1780,188279.8182531517
1781,119888.26893432281
1782,64122.21489821811
1783,160593.08863325848
1784,82213.89466279825
1785,110879.84779868156
1786,160830.32003383528
1787,172613.8552720948
1788,20062.06952155466
1789,120237.50466316126
1790,33451.63724433171
1791,206087.94183985505
1792,171973.90525469382
1793,136586.70072511962
1794,175516.0312789834
1795,129130.64800760942
1796,126687.07632542506
1797,134473.90280035237
1798,110800.01610541742
1799,102268.59575524351
1800,114673.96527563142
1801,124927.77065870559
1802,146476.24016661
1803,160832.74090623713
1804,152741.2654816099
1805,141766.22667932877
